completed_date,cycle_time,blocked_days,key,url,issue_type,summary,status,resolution,Backlog,Committed,Elaboration,Build,QA,Done
2019-05-02,14.0,0,FAB-20327,https://immediateco.atlassian.net/browse/FAB-20327,Discovery Research,Create Survey for My Good Food,Closed,Done,2019-04-18,,2019-04-18,2019-04-23,2019-04-25,2019-05-02
2019-05-01,13.0,0,FAB-20325,https://immediateco.atlassian.net/browse/FAB-20325,Discovery Design Story,DESIGN SPECS: Slate sponsor article headers,Closed,Done,,,2019-04-18,2019-04-24,,2019-05-01
2019-05-01,13.0,0,FAB-20319,https://immediateco.atlassian.net/browse/FAB-20319,Story,Theming : Enable NPM accounts Fabric-wide,Complete,Done,2019-04-18,2019-04-18,2019-04-23,2019-04-23,2019-04-25,2019-05-01
2019-05-15,15.0,0,FAB-20317,https://immediateco.atlassian.net/browse/FAB-20317,Story,Theming : Use theming service in Storybook,Complete,Done,2019-04-17,2019-04-30,2019-05-07,2019-05-09,2019-05-14,2019-05-15
2019-06-21,52.0,0,FAB-20316,https://immediateco.atlassian.net/browse/FAB-20316,Story,Theming : Use theming service in Fabric,Complete,Done,2019-04-17,2019-04-30,2019-05-02,2019-06-05,2019-06-07,2019-06-21
2019-05-14,14.0,0,FAB-20315,https://immediateco.atlassian.net/browse/FAB-20315,Story,Theming : Use theming service in recipes-frontend,Complete,Done,2019-04-17,2019-04-30,2019-05-02,2019-05-07,2019-05-07,2019-05-14
2019-05-02,2.0,0,FAB-20314,https://immediateco.atlassian.net/browse/FAB-20314,Story,Theming : Theme-level styling,Closed,Done,2019-04-17,2019-04-30,,,,2019-05-02
2019-04-26,8.0,0,FAB-20313,https://immediateco.atlassian.net/browse/FAB-20313,Story,Theming : Component-level styling,Closed,Done,2019-04-17,2019-04-18,2019-04-18,,,2019-04-26
2019-05-02,2.0,0,FAB-20312,https://immediateco.atlassian.net/browse/FAB-20312,Story,Theming : Platform-level styling,Closed,Done,2019-04-17,2019-04-30,,,,2019-05-02
2019-04-29,11.0,0,FAB-20310,https://immediateco.atlassian.net/browse/FAB-20310,Story,Theming : Consuming theming,Complete,Done,2019-04-17,2019-04-18,2019-04-18,2019-04-23,2019-04-26,2019-04-29
2019-04-29,11.0,0,FAB-20308,https://immediateco.atlassian.net/browse/FAB-20308,Story,Theming : Styling & theming organisation,Complete,Done,2019-04-17,2019-04-18,2019-04-18,2019-04-23,2019-04-24,2019-04-29
2019-05-31,43.0,0,FAB-20307,https://immediateco.atlassian.net/browse/FAB-20307,Story,Theming : Document styling standards,Complete,Done,2019-04-17,2019-04-18,2019-04-18,2019-05-29,2019-05-29,2019-05-31
2019-11-04,0.0,0,FAB-20267,https://immediateco.atlassian.net/browse/FAB-20267,Epic,FE Headless Cards,Closed,Done,,2019-11-04,2019-11-04,2019-11-04,,2019-11-04
2019-06-11,56.0,0,FAB-20258,https://immediateco.atlassian.net/browse/FAB-20258,Story,Components : Swap GF icons,Complete,Done,2019-04-16,2019-04-16,2019-04-16,2019-06-07,2019-06-07,2019-06-11
2019-06-26,5.0,0,FAB-20241,https://immediateco.atlassian.net/browse/FAB-20241,Sub-Task,send mongoatlas logs to datadog,Complete,Done,,,,2019-06-21,2019-06-26,2019-06-26
2019-06-26,2.0,0,FAB-20237,https://immediateco.atlassian.net/browse/FAB-20237,Sub-Task,send vpc flogs to cloudwatch logs,Complete,Done,,,,2019-06-24,2019-06-24,2019-06-26
2019-06-26,6.0,0,FAB-20236,https://immediateco.atlassian.net/browse/FAB-20236,Sub-Task,send container application logs to cloudwatch logs [Sandbox],Complete,Done,,,,2019-06-20,2019-06-25,2019-06-26
2019-05-02,16.0,0,FAB-20229,https://immediateco.atlassian.net/browse/FAB-20229,Story,migrate infrastructure from microsites to wcp services account(s),Complete,Done,2019-04-16,2019-04-16,2019-04-24,2019-04-24,2019-04-24,2019-05-02
2019-06-27,13.0,0,FAB-20225,https://immediateco.atlassian.net/browse/FAB-20225,Story,monitoring across goodfood infrastructure,Complete,Done,2019-06-14,2019-06-14,2019-06-17,2019-06-24,2019-06-26,2019-06-27
2019-04-29,14.0,0,FAB-20220,https://immediateco.atlassian.net/browse/FAB-20220,Story,Content API: Link global data by client ID instead of internal Mongo ID,Complete,Done,2019-04-15,2019-04-15,2019-04-15,2019-04-15,2019-04-17,2019-04-29
2019-07-22,99.0,0,FAB-20215,https://immediateco.atlassian.net/browse/FAB-20215,Story,Components : Setup AWS Pipeline to Post CI reports as PR comments,Complete,Done,2019-04-14,2019-04-14,2019-07-22,2019-07-22,2019-07-22,2019-07-22
2019-04-18,5.0,0,FAB-20214,https://immediateco.atlassian.net/browse/FAB-20214,Story,Allow Components to be Organised by Category,Complete,Done,2019-04-13,2019-04-13,2019-04-18,2019-04-18,2019-04-18,2019-04-18
2019-09-20,151.0,0,FAB-20207,https://immediateco.atlassian.net/browse/FAB-20207,Epic,ACF Related content widget based on elastic search,Closed,Done,,2019-04-22,2019-05-13,2019-05-29,,2019-09-20
2019-05-08,20.0,0,FAB-20193,https://immediateco.atlassian.net/browse/FAB-20193,Discovery Elaboration,UX Admin: Collections - Quick lists entry & schema override ,Closed,Done,,,2019-04-18,2019-04-23,2019-04-29,2019-05-08
2019-08-22,21.0,0,FAB-20184,https://immediateco.atlassian.net/browse/FAB-20184,Discovery Story,"Recipes : define layouts for editorial, user, native and sponsored recipes ",Complete,Done,,,2019-08-01,2019-08-05,2019-08-12,2019-08-22
2019-06-22,0.0,0,FAB-20166,https://immediateco.atlassian.net/browse/FAB-20166,Spike,Investigate options for the Redirects Service,Closed,Done,2019-04-11,2019-06-22,,,,2019-06-22
2019-05-24,43.0,0,FAB-20135,https://immediateco.atlassian.net/browse/FAB-20135,Story,Expose content by site & slug | ID,Complete,Done,2019-04-11,2019-04-11,2019-04-30,2019-05-16,2019-05-16,2019-05-24
2019-04-16,6.0,0,FAB-20127,https://immediateco.atlassian.net/browse/FAB-20127,Story,Allow components to manipulate page meta data,Complete,Done,2019-04-10,2019-04-10,2019-04-10,2019-04-10,2019-04-10,2019-04-16
2019-08-20,131.0,0,FAB-20110,https://immediateco.atlassian.net/browse/FAB-20110,Spike,Fabric : Figure out what Wordpress does for us,Closed,Done,2019-04-11,2019-04-11,2019-04-11,,,2019-08-20
2019-06-14,11.0,0,FAB-20108,https://immediateco.atlassian.net/browse/FAB-20108,Discovery Story,Discovery & Scope: MyGoodFood,Closed,Done,2019-04-18,,2019-06-03,,,2019-06-14
2019-06-12,19.0,0,FAB-20094,https://immediateco.atlassian.net/browse/FAB-20094,Story,Admin : Publication Link,Complete,Done,2019-05-17,2019-05-24,2019-05-30,2019-06-03,2019-06-06,2019-06-12
2019-05-31,32.0,0,FAB-20066,https://immediateco.atlassian.net/browse/FAB-20066,Discovery Experiment,USABILITY TESTING: Method/Ingredient recruitment & run test,Closed,Done,,,2019-04-29,2019-04-29,2019-05-10,2019-05-31
2019-04-26,18.0,0,FAB-20055,https://immediateco.atlassian.net/browse/FAB-20055,Spike,Related content widget spike,Closed,Done,2019-04-08,2019-04-08,2019-04-08,2019-04-25,,2019-04-26
2019-04-16,8.0,0,FAB-20042,https://immediateco.atlassian.net/browse/FAB-20042,Story,MVP PR : ECR to Fargate,Complete,Done,2019-04-08,2019-04-08,2019-04-08,2019-04-09,2019-04-12,2019-04-16
2019-06-18,15.0,0,FAB-20038,https://immediateco.atlassian.net/browse/FAB-20038,Discovery Story,UX Discovery: Glossary,Complete,Done,,,2019-06-03,2019-06-06,2019-06-18,2019-06-18
2019-06-26,42.0,0,FAB-20024,https://immediateco.atlassian.net/browse/FAB-20024,Story,Swap out mock endpoints in the recipes frontend,Complete,Done,2019-05-15,2019-05-15,2019-05-16,2019-06-12,2019-06-12,2019-06-26
2019-07-04,6.0,0,FAB-20003,https://immediateco.atlassian.net/browse/FAB-20003,Story,Components : Highlight top tip - Fabric,Complete,Done,2019-05-31,2019-06-28,2019-07-04,2019-07-04,2019-07-04,2019-07-04
2019-04-12,8.0,0,FAB-19997,https://immediateco.atlassian.net/browse/FAB-19997,Story,Admin : Add additional JS required for step-by-step.,Complete,Done,2019-04-04,2019-04-04,2019-04-04,2019-04-09,2019-04-11,2019-04-12
2019-04-04,0.0,0,FAB-19973,https://immediateco.atlassian.net/browse/FAB-19973,Story,Run tests for the recipes frontend on PR,Complete,Done,2019-04-04,2019-04-04,2019-04-04,2019-04-04,2019-04-04,2019-04-04
2019-06-11,64.0,0,FAB-19971,https://immediateco.atlassian.net/browse/FAB-19971,Bug,Admin: Diet taxonomy archive page isn't linking to recipes with applied taxonomy,Complete,Done,,2019-04-08,2019-04-11,2019-06-11,2019-06-11,2019-06-11
2019-04-16,1.0,0,FAB-19970,https://immediateco.atlassian.net/browse/FAB-19970,Discovery Elaboration,"UX Admin:  Recipe List, e.g. Goes well with",Closed,Done,2019-04-15,,2019-04-15,2019-04-15,2019-04-15,2019-04-16
2019-05-09,6.0,0,FAB-19954,https://immediateco.atlassian.net/browse/FAB-19954,Story,Admin : Goes well with,Complete,Done,2019-05-03,2019-05-03,2019-05-07,2019-05-07,2019-05-07,2019-05-09
2019-04-12,8.0,0,FAB-19951,https://immediateco.atlassian.net/browse/FAB-19951,Story,Admin : Diet Taxonomy icons,Complete,Done,2019-04-04,2019-04-04,2019-04-04,2019-04-08,2019-04-11,2019-04-12
2019-06-07,57.0,0,FAB-19938,https://immediateco.atlassian.net/browse/FAB-19938,Story,Admin : Ingredients,Complete,Done,2019-04-01,2019-04-11,2019-05-07,2019-05-08,2019-05-14,2019-06-07
2019-06-26,43.0,0,FAB-19936,https://immediateco.atlassian.net/browse/FAB-19936,Story,Admin : Recipe Tips / Highlight Box,Complete,Done,2019-05-14,2019-05-14,2019-05-14,2019-06-17,2019-06-24,2019-06-26
2019-05-02,21.0,0,FAB-19933,https://immediateco.atlassian.net/browse/FAB-19933,Story,Admin : Method,Complete,Done,2019-04-01,2019-04-11,2019-04-23,2019-04-30,2019-04-30,2019-05-02
2019-11-12,208.0,0,FAB-19913,https://immediateco.atlassian.net/browse/FAB-19913,Discovery Experiment,A/B TEST - Which wording for the save button garners more clicks,Complete,Done,,,2019-04-18,2019-05-02,2019-05-29,2019-11-12
2019-08-09,25.0,0,FAB-19910,https://immediateco.atlassian.net/browse/FAB-19910,Discovery Design Story,DESIGN: Good Food footer,Complete,Done,2019-07-15,,2019-07-15,2019-08-05,2019-08-07,2019-08-09
2019-04-16,14.0,0,FAB-19907,https://immediateco.atlassian.net/browse/FAB-19907,Discovery Design Story,DESIGN: Specs for ingredients & steps ,Closed,Done,,,2019-04-02,2019-04-02,2019-04-03,2019-04-16
2019-04-09,12.0,0,FAB-19888,https://immediateco.atlassian.net/browse/FAB-19888,Sub-Task,QA: Admin: Nutrition Info,Complete,Done,,,2019-03-28,2019-04-02,,2019-04-09
2019-08-07,98.0,0,FAB-19887,https://immediateco.atlassian.net/browse/FAB-19887,Epic,Recipe : Components,Complete,Done,,2019-05-01,2019-05-17,2019-05-17,,2019-08-07
2019-05-09,0.0,0,FAB-19885,https://immediateco.atlassian.net/browse/FAB-19885,Epic,Recipe Admin 05 : Goes Well With,Complete,Done,,2019-05-09,2019-05-09,2019-05-09,,2019-05-09
2019-06-12,76.0,0,FAB-19881,https://immediateco.atlassian.net/browse/FAB-19881,Epic,MVP Build Content API,Complete,Done,,2019-03-28,2019-04-05,2019-04-18,,2019-06-12
2019-04-04,8.0,0,FAB-19880,https://immediateco.atlassian.net/browse/FAB-19880,Story,MVP PR : Git to ECR,Complete,Done,2019-03-27,2019-03-27,2019-03-27,2019-03-28,2019-04-04,2019-04-04
2019-04-17,20.0,0,FAB-19879,https://immediateco.atlassian.net/browse/FAB-19879,Epic,MVP Pipeline for Recipes,Complete,Done,,2019-03-28,2019-03-28,2019-03-28,,2019-04-17
2019-04-09,13.0,0,FAB-19875,https://immediateco.atlassian.net/browse/FAB-19875,Sub-Task,QA: Admin: Recipe Key Data,Complete,Done,,,2019-03-27,2019-04-03,,2019-04-09
2019-05-17,52.0,0,FAB-19861,https://immediateco.atlassian.net/browse/FAB-19861,Spike,Research editorial collections for Fabric / Good Food,Closed,Done,2019-03-26,2019-03-26,2019-03-26,,,2019-05-17
2019-05-17,52.0,0,FAB-19851,https://immediateco.atlassian.net/browse/FAB-19851,UX Story,Editorial collections UX,Closed,Done,2019-03-26,2019-03-26,2019-03-26,,,2019-05-17
2019-04-26,22.0,0,FAB-19848,https://immediateco.atlassian.net/browse/FAB-19848,Discovery Design Story,DESIGN: Masthead content variations,Closed,Done,,,2019-04-04,2019-04-09,2019-04-12,2019-04-26
2019-04-25,21.0,0,FAB-19832,https://immediateco.atlassian.net/browse/FAB-19832,Story,Components : Nutrition,Complete,Done,2019-03-29,2019-04-04,2019-04-04,2019-04-15,2019-04-16,2019-04-25
2019-06-27,49.0,0,FAB-19826,https://immediateco.atlassian.net/browse/FAB-19826,Epic,Recipe Admin 03 : Tips,Complete,Done,,2019-05-09,2019-05-17,2019-06-21,,2019-06-27
2019-04-18,1.0,0,FAB-19788,https://immediateco.atlassian.net/browse/FAB-19788,Story,Fix linting errors in components-generator package and test,Complete,Done,2019-04-17,2019-04-17,2019-04-17,2019-04-17,2019-04-17,2019-04-18
2019-06-11,41.0,0,FAB-19780,https://immediateco.atlassian.net/browse/FAB-19780,Epic,Recipe Admin 02 : Ingredients & Method Steps,Complete,Done,,,2019-05-01,2019-05-01,,2019-06-11
2019-07-16,43.0,0,FAB-19764,https://immediateco.atlassian.net/browse/FAB-19764,Discovery Design Story,DESIGN SPECS: Sponsor & User recipes masthead front-end view,Complete,Done,2019-05-07,,2019-06-03,2019-06-18,2019-06-20,2019-07-16
2019-04-09,18.0,0,FAB-19753,https://immediateco.atlassian.net/browse/FAB-19753,Story,Admin : Nutritional Info,Complete,Done,2019-03-22,2019-03-22,2019-03-25,2019-04-01,2019-04-01,2019-04-09
2019-04-09,18.0,0,FAB-19752,https://immediateco.atlassian.net/browse/FAB-19752,Story,Admin : Recipe Key Data,Complete,Done,2019-03-22,2019-03-22,2019-03-25,2019-03-27,2019-04-02,2019-04-09
2019-04-05,0.0,0,FAB-19746,https://immediateco.atlassian.net/browse/FAB-19746,Discovery Elaboration,Recipe Page Layout,Closed,Done,2019-03-22,,,,2019-04-05,2019-04-05
2019-05-02,41.0,0,FAB-19745,https://immediateco.atlassian.net/browse/FAB-19745,Story,Components : Grid Layout,Complete,Done,2019-03-22,2019-03-22,2019-03-25,2019-04-29,2019-04-29,2019-05-02
2019-08-21,135.0,0,FAB-19731,https://immediateco.atlassian.net/browse/FAB-19731,Epic,Recipe : Editorial Recipes with Real Data,Complete,Done,,,2019-04-08,2019-07-05,,2019-08-21
2019-06-27,41.0,0,FAB-19658,https://immediateco.atlassian.net/browse/FAB-19658,Epic,Update Recipe : Editing a Published Recipe,Complete,Done,2019-03-18,2019-05-17,2019-05-17,2019-06-04,,2019-06-27
2019-05-30,15.0,0,FAB-19624,https://immediateco.atlassian.net/browse/FAB-19624,Spike,Investigate impact of API failure on data update,Complete,Done,2019-03-14,2019-05-15,2019-05-15,2019-05-29,2019-05-30,2019-05-30
2019-07-25,86.0,0,FAB-19622,https://immediateco.atlassian.net/browse/FAB-19622,Story,Content API : Automated sync of data,Complete,Done,2019-03-14,2019-04-30,2019-04-30,2019-07-19,2019-07-22,2019-07-25
2019-07-24,85.0,0,FAB-19621,https://immediateco.atlassian.net/browse/FAB-19621,Story,Content API : Repeatable manual sync of existing data,Complete,Done,2019-03-14,2019-04-30,2019-04-30,2019-07-16,2019-07-19,2019-07-24
2019-05-02,49.0,0,FAB-19619,https://immediateco.atlassian.net/browse/FAB-19619,Story,Triggers : Write Recipe data into content API,Complete,Done,2019-03-14,2019-03-14,2019-03-20,2019-04-18,2019-04-29,2019-05-02
2019-06-07,57.0,0,FAB-19615,https://immediateco.atlassian.net/browse/FAB-19615,Story,Update data in content API,Complete,Done,2019-03-14,2019-04-11,2019-04-30,2019-05-20,2019-05-29,2019-06-07
2019-05-01,48.0,0,FAB-19614,https://immediateco.atlassian.net/browse/FAB-19614,Story,Triggers : Write global data into content API,Complete,Done,2019-03-14,2019-03-14,2019-03-20,2019-04-10,2019-04-17,2019-05-01
2019-05-24,72.0,0,FAB-19600,https://immediateco.atlassian.net/browse/FAB-19600,Story,MVP PC : Run defined test on PR creation/update,Complete,Done,2019-03-13,2019-03-13,2019-03-13,2019-05-07,2019-05-17,2019-05-24
2019-04-04,15.0,0,FAB-19558,https://immediateco.atlassian.net/browse/FAB-19558,Spike,Components : Explore story2sketch Storybook addon,Complete,Done,2019-03-20,2019-03-20,2019-03-20,2019-04-02,2019-04-02,2019-04-04
2019-07-03,42.0,0,FAB-19557,https://immediateco.atlassian.net/browse/FAB-19557,Epic,Identity as a service,Complete,Done,,2019-05-22,2019-06-07,2019-07-03,,2019-07-03
2019-04-04,24.0,0,FAB-19541,https://immediateco.atlassian.net/browse/FAB-19541,Spike,Translation : Investigate viability of GraphQL vs translation layer,Complete,Done,2019-03-11,2019-03-11,2019-03-11,2019-04-02,2019-04-04,2019-04-04
2019-07-16,127.0,0,FAB-19539,https://immediateco.atlassian.net/browse/FAB-19539,Discovery Experiment,Prototype: Recipe key data according to UX wireframe,Complete,Done,,,2019-03-11,2019-03-13,2019-07-16,2019-07-16
2019-05-16,42.0,0,FAB-19517,https://immediateco.atlassian.net/browse/FAB-19517,Story,Translation : API Schema to Front End Schema,Complete,Done,2019-03-08,2019-04-04,2019-04-04,2019-05-08,2019-05-15,2019-05-16
2019-08-14,71.0,0,FAB-19516,https://immediateco.atlassian.net/browse/FAB-19516,Epic,Settings translation,Closed,Done,2019-03-08,2019-06-04,,,,2019-08-14
2019-05-08,34.0,0,FAB-19515,https://immediateco.atlassian.net/browse/FAB-19515,Story,Translation : API Communication,Complete,Done,2019-03-08,2019-04-04,2019-04-04,2019-05-02,2019-05-08,2019-05-08
2019-04-30,26.0,0,FAB-19477,https://immediateco.atlassian.net/browse/FAB-19477,Discovery Story,UX: Good Food cards -audit,Closed,Done,,,2019-04-04,2019-04-09,2019-04-17,2019-04-30
2019-03-12,5.0,0,FAB-19468,https://immediateco.atlassian.net/browse/FAB-19468,Story,Add identity.js to WDYTYA manifest,Complete,Done,2019-03-07,2019-03-07,2019-03-07,2019-03-11,2019-03-11,2019-03-12
2019-05-29,20.0,0,FAB-19463,https://immediateco.atlassian.net/browse/FAB-19463,Story,Translation Pipeline : Create buildspec.yml for Translation API,Complete,Done,2019-03-20,2019-05-09,2019-05-09,2019-05-24,2019-05-24,2019-05-29
2019-03-20,0.0,0,FAB-19462,https://immediateco.atlassian.net/browse/FAB-19462,Story,CI/CD: Create buildspec.yml for User API,Closed,Done,2019-03-20,2019-03-20,,,,2019-03-20
2019-10-04,0.0,0,FAB-19461,https://immediateco.atlassian.net/browse/FAB-19461,Story,Settings : Create buildspec.yml for Settings API,Complete,Done,2019-03-20,2019-10-04,2019-10-04,2019-10-04,2019-10-04,2019-10-04
2019-05-24,70.0,0,FAB-19460,https://immediateco.atlassian.net/browse/FAB-19460,Story,MVP PC : Create buildspec.yml for Content API,Complete,Done,2019-03-15,2019-03-15,2019-04-23,2019-05-02,2019-05-23,2019-05-24
2019-04-02,18.0,0,FAB-19459,https://immediateco.atlassian.net/browse/FAB-19459,Story,MVP PR : Create buildspec.yml for Recipes ,Complete,Done,2019-03-15,2019-03-15,2019-04-02,2019-04-02,2019-04-02,2019-04-02
2019-07-05,88.0,0,FAB-19447,https://immediateco.atlassian.net/browse/FAB-19447,Discovery Design Story,DESIGN: Recipe sponsors & member recipes,Complete,Done,,,2019-04-08,2019-04-15,2019-05-02,2019-07-05
2019-05-30,78.0,0,FAB-19442,https://immediateco.atlassian.net/browse/FAB-19442,Story,Components : Static Storybook exports on PR,Complete,Done,2019-03-13,2019-03-13,2019-03-13,2019-05-20,2019-05-22,2019-05-30
2019-05-30,78.0,0,FAB-19441,https://immediateco.atlassian.net/browse/FAB-19441,Story,Components : Run test pipeline on PR,Complete,Done,2019-03-13,2019-03-13,2019-03-13,2019-05-20,2019-05-22,2019-05-30
2019-05-30,78.0,0,FAB-19440,https://immediateco.atlassian.net/browse/FAB-19440,Story,Components : Deploy static Storybook exports on build,Complete,Done,2019-03-13,2019-03-13,2019-03-13,2019-05-20,2019-05-22,2019-05-30
2019-03-19,8.0,0,FAB-19438,https://immediateco.atlassian.net/browse/FAB-19438,Story,Component library unit testing,Complete,Done,2019-03-11,2019-03-11,2019-03-11,2019-03-15,2019-03-15,2019-03-19
2019-04-18,38.0,0,FAB-19437,https://immediateco.atlassian.net/browse/FAB-19437,Story,Components : abstract Storybook interface,Complete,Done,2019-03-11,2019-03-11,2019-03-22,2019-04-08,2019-04-08,2019-04-18
2019-03-25,14.0,0,FAB-19436,https://immediateco.atlassian.net/browse/FAB-19436,Story,Configure Storybook,Complete,Done,2019-03-11,2019-03-11,2019-03-11,2019-03-15,2019-03-19,2019-03-25
2019-03-21,10.0,0,FAB-19435,https://immediateco.atlassian.net/browse/FAB-19435,Story,Reusable configuration between packages,Complete,Done,2019-03-11,2019-03-11,2019-03-11,2019-03-14,2019-03-14,2019-03-21
2019-03-15,4.0,0,FAB-19434,https://immediateco.atlassian.net/browse/FAB-19434,Story,Create component template,Complete,Done,2019-03-11,2019-03-11,2019-03-11,2019-03-11,2019-03-13,2019-03-15
2019-03-21,10.0,0,FAB-19433,https://immediateco.atlassian.net/browse/FAB-19433,Story,Component monorepo structure and documentation,Complete,Done,2019-03-11,2019-03-11,2019-03-11,2019-03-11,2019-03-14,2019-03-21
2019-03-26,4.0,0,FAB-19411,https://immediateco.atlassian.net/browse/FAB-19411,Story,Add identity.js to Country File manifest,Complete,Done,2019-03-22,2019-03-22,2019-03-22,2019-03-25,2019-03-25,2019-03-26
2019-06-13,97.0,0,FAB-19367,https://immediateco.atlassian.net/browse/FAB-19367,Epic,Translation : GF Recipes Translation Layer,Complete,Done,,2019-03-08,2019-03-20,2019-05-13,,2019-06-13
2019-04-05,30.0,0,FAB-19347,https://immediateco.atlassian.net/browse/FAB-19347,Discovery Design Story,"DESIGN: Nutrition info, Diet & Planning",Closed,Done,,,2019-03-06,2019-03-12,2019-03-25,2019-04-05
2019-07-24,119.0,0,FAB-19332,https://immediateco.atlassian.net/browse/FAB-19332,Epic,Editorial collections UX,Complete,Done,,2019-03-27,2019-07-24,2019-07-24,,2019-07-24
2019-04-02,27.0,0,FAB-19292,https://immediateco.atlassian.net/browse/FAB-19292,Story,Docker for recipes frontend,Complete,Done,2019-03-06,2019-03-06,2019-03-06,2019-03-06,2019-03-28,2019-04-02
2019-11-06,42.0,0,FAB-19276,https://immediateco.atlassian.net/browse/FAB-19276,Epic,New Squarish IM Thumbnail meta field,Complete,Done,,2019-09-25,2019-09-26,2019-09-26,,2019-11-06
2019-05-14,74.0,0,FAB-19275,https://immediateco.atlassian.net/browse/FAB-19275,Story,Migrate landscape and portrait thumbnails to new IM Thumbnail meta field ,Complete,Done,2019-03-01,2019-03-01,2019-03-01,2019-04-12,2019-04-24,2019-05-14
2019-03-01,1.0,0,FAB-19261,https://immediateco.atlassian.net/browse/FAB-19261,Story,Ads : DFP targeting settings to the recipes frontend,Closed,Done,2019-02-28,2019-02-28,,,,2019-03-01
2019-04-15,12.0,0,FAB-19237,https://immediateco.atlassian.net/browse/FAB-19237,Story,Ads : Add Lazy Loading for Ads to the Recipes Frontend,Complete,Done,2019-04-03,2019-04-03,2019-04-08,2019-04-12,2019-04-12,2019-04-15
2019-03-22,11.0,0,FAB-19231,https://immediateco.atlassian.net/browse/FAB-19231,Spike,Upgrade of OpenAPI documentation to version 3,Complete,Done,2019-03-11,2019-03-11,2019-03-11,2019-03-20,2019-03-21,2019-03-22
2019-06-27,65.0,0,FAB-19220,https://immediateco.atlassian.net/browse/FAB-19220,Discovery Design Story,DESIGN: Good food header,Closed,Done,2019-03-06,,2019-04-23,2019-05-10,2019-05-16,2019-06-27
2019-10-10,188.0,0,FAB-19219,https://immediateco.atlassian.net/browse/FAB-19219,Discovery Design Story,Recipe site comparison,Complete,Done,2019-03-06,,,2019-04-05,2019-04-05,2019-10-10
2019-04-23,19.0,0,FAB-19215,https://immediateco.atlassian.net/browse/FAB-19215,Discovery Design Story,"DESIGN: Cards part 1 - in search, collections, recipe body",Closed,Done,2019-03-06,,2019-04-04,2019-04-10,,2019-04-23
2019-08-22,178.0,0,FAB-19140,https://immediateco.atlassian.net/browse/FAB-19140,Story,Brightcove as hero,Complete,Done,2019-02-25,2019-02-25,2019-05-09,2019-07-01,2019-07-16,2019-08-22
2019-06-11,106.0,0,FAB-19098,https://immediateco.atlassian.net/browse/FAB-19098,Story,New ACF component for Hero,Complete,Done,2019-02-25,2019-02-25,2019-05-09,2019-06-04,2019-06-11,2019-06-11
2019-04-05,39.0,0,FAB-19094,https://immediateco.atlassian.net/browse/FAB-19094,Discovery Story,"Recipe | Discover the scope, scale, complexity and the unknowns of GF Drupal Recipes",Closed,Done,,,2019-02-25,2019-02-26,2019-03-11,2019-04-05
2019-06-28,39.0,0,FAB-19058,https://immediateco.atlassian.net/browse/FAB-19058,Discovery Elaboration,UX Admin: GF Magazine subscription link + Sponsor,Complete,Done,2019-03-06,,2019-05-20,2019-06-03,2019-06-12,2019-06-28
2019-04-09,1.0,0,FAB-19050,https://immediateco.atlassian.net/browse/FAB-19050,Discovery Elaboration,UX Admin: Ingredients taxonomy & method steps,Closed,Done,2019-03-06,,2019-04-08,2019-04-08,2019-04-08,2019-04-09
2019-05-29,51.0,0,FAB-19048,https://immediateco.atlassian.net/browse/FAB-19048,Discovery Experiment,USABILITY TESTING: What is the best way to convey diet and nutritional info for a recipe?,Closed,Done,2019-03-06,,2019-04-08,2019-04-09,2019-04-18,2019-05-29
2019-08-22,16.0,0,FAB-19046,https://immediateco.atlassian.net/browse/FAB-19046,Discovery Story,Recipes : defining how Offers appear in recipes ,Closed,Done,2019-03-06,,2019-08-06,,,2019-08-22
2019-04-05,11.0,0,FAB-19045,https://immediateco.atlassian.net/browse/FAB-19045,Discovery Elaboration,UX: Recipe content hierarchy: Advertising & key content blocks,Closed,Done,2019-03-06,,2019-03-25,2019-03-26,2019-03-29,2019-04-05
2019-04-05,0.0,0,FAB-19043,https://immediateco.atlassian.net/browse/FAB-19043,Discovery Elaboration,UX Admin: Social settings,Closed,Done,2019-03-06,,,,2019-04-05,2019-04-05
2019-08-22,16.0,0,FAB-19041,https://immediateco.atlassian.net/browse/FAB-19041,Discovery Experiment,Recipes : define the onward journeys required for launch,Closed,Done,2019-03-06,,2019-08-06,,,2019-08-22
2019-05-14,33.0,0,FAB-19035,https://immediateco.atlassian.net/browse/FAB-19035,Discovery Elaboration,UX Admin: SEO meta data,Closed,Done,2019-03-06,,2019-04-11,2019-04-29,2019-05-13,2019-05-14
2019-08-16,32.0,0,FAB-19032,https://immediateco.atlassian.net/browse/FAB-19032,Discovery Elaboration,UX Admin: Advertising - Magazine banner ,Complete,Done,2019-03-06,,2019-07-15,2019-07-29,2019-08-01,2019-08-16
2019-05-30,21.0,0,FAB-19028,https://immediateco.atlassian.net/browse/FAB-19028,Discovery Elaboration,UX Admin: Publication link,Complete,Done,2019-03-06,,2019-05-09,2019-05-22,2019-05-29,2019-05-30
2019-04-16,12.0,0,FAB-19026,https://immediateco.atlassian.net/browse/FAB-19026,Discovery Elaboration,UX Admin: Recipe Tips,Closed,Done,2019-03-06,,2019-04-04,2019-04-09,2019-04-15,2019-04-16
2019-05-29,51.0,0,FAB-19024,https://immediateco.atlassian.net/browse/FAB-19024,Discovery Experiment,TESTING PREP : Most effective way of showing methods and ingredients on mobile,Closed,Done,2019-03-06,,2019-04-08,2019-04-10,2019-05-29,2019-05-29
