ID,Link,Name,Backlog,Committed,Elaboration,Build,QA,Done,Type,Status,Resolution,Blocked Days
FAB-23346,https://immediateco.atlassian.net/browse/FAB-23346,Spec : Navigation for My Good Food - header,,,2019-09-23,2019-10-24,2019-10-31,2019-10-31,Discovery Design Story,Closed,Done,0
FAB-23345,https://immediateco.atlassian.net/browse/FAB-23345,Spec : Navigation for My Hub Slate - header,,,2019-09-23,2019-10-24,2019-10-31,2019-10-31,Discovery Design Story,Closed,Done,0
FAB-23343,https://immediateco.atlassian.net/browse/FAB-23343,Design : Navigation for My Hub - desktop,2019-09-23,,2019-10-09,2019-10-09,2019-10-24,2019-10-24,Discovery Design Story,Complete,Done,0
FAB-23338,https://immediateco.atlassian.net/browse/FAB-23338,Reactions/Rating - Create 'Masthead Rating' ReactJS,2019-09-23,2019-09-23,2019-09-23,2019-09-26,2019-10-11,2019-10-11,Story,Complete,Done,0
FAB-23325,https://immediateco.atlassian.net/browse/FAB-23325,Add SEO Optimised Site Title and Description,2019-09-21,2019-12-09,,,,,Story,Ready For Shaping,,0
FAB-23322,https://immediateco.atlassian.net/browse/FAB-23322,GF/Mig - Test Migrations and IFT Framework Enhancements2,,2019-11-21,2019-11-21,2019-11-21,,,Epic,In Progress,,0
FAB-23313,https://immediateco.atlassian.net/browse/FAB-23313,Recipe Routing,2019-09-20,,,,,,Story,Define Task,,0
FAB-23312,https://immediateco.atlassian.net/browse/FAB-23312,Out of Process Caching,2019-09-20,,,,,,Story,Define Task,,0
FAB-23311,https://immediateco.atlassian.net/browse/FAB-23311,Disaster Recovery,2019-09-20,,,,,,Story,Define Task,,0
FAB-23306,https://immediateco.atlassian.net/browse/FAB-23306,Review the security threat of the production environment & the linkage between development and production,2019-09-20,,,,,,Story,Define Task,,0
FAB-23289,https://immediateco.atlassian.net/browse/FAB-23289,My Hub : User Navigation,2019-10-22,2019-11-19,2019-11-22,2019-11-26,,,Epic,In Progress,,0
FAB-23282,https://immediateco.atlassian.net/browse/FAB-23282,Production hardening,2019-09-19,,,,,,Epic,Define Task,,0
FAB-23278,https://immediateco.atlassian.net/browse/FAB-23278,Cross account CodePipeline,2019-09-23,2019-09-23,2019-09-23,2019-09-26,2019-10-03,2019-10-04,Spike,Complete,Done,0
FAB-23257,https://immediateco.atlassian.net/browse/FAB-23257,Reactions/ReadFeed/Pag - Create 'Paginator' button,2019-09-19,2019-09-19,2019-09-19,2019-10-28,2019-11-01,2019-11-13,Story,Closed,Done,0
FAB-23254,https://immediateco.atlassian.net/browse/FAB-23254,Turning on dynamic related content plugin should disable the current related articles meta,2019-09-20,2019-09-25,,,,2019-11-06,Story,Closed,Done,0
FAB-23253,https://immediateco.atlassian.net/browse/FAB-23253,Dynamic related content widget in admin should display dynamic suggestions,2019-09-25,2019-09-25,2019-11-06,2019-11-21,2019-11-21,2019-11-21,Story,Ready For Release,Done,0
FAB-23252,https://immediateco.atlassian.net/browse/FAB-23252,Unfilled slots in Dynamic related content should be backfilled,2019-09-25,2019-09-25,2019-10-03,,,,Story,Ready For Development,,0
FAB-23251,https://immediateco.atlassian.net/browse/FAB-23251,Editors want to overwrite dynamic related content,2019-09-25,2019-09-25,2019-09-25,2019-11-05,2019-11-11,2019-11-13,Story,Ready For Release,Done,0
FAB-23250,https://immediateco.atlassian.net/browse/FAB-23250,Dynamic related content widget needs to get content that matches the post,2019-09-25,2019-09-25,2019-10-03,2019-12-09,,,Story,In Progress,,0
FAB-23249,https://immediateco.atlassian.net/browse/FAB-23249,Dynamic related content widget should display on the front end,2019-09-19,2019-09-19,2019-11-25,,,,Story,Ready For Development,,0
FAB-23248,https://immediateco.atlassian.net/browse/FAB-23248,Be able to configure a search endpoint to use for the dynamic related content widget,2019-09-19,2019-09-19,2019-09-25,2019-10-08,2019-10-17,2019-10-30,Story,Closed,Done,0
FAB-23247,https://immediateco.atlassian.net/browse/FAB-23247,New Dynamic related articles widget,2019-09-19,2019-09-19,2019-10-03,2019-10-08,2019-10-17,2019-11-11,Story,Ready For Release,Done,0
FAB-23244,https://immediateco.atlassian.net/browse/FAB-23244,Related articles for headless and WP with dynamic results,,2019-09-19,2019-10-03,2019-10-16,,,Epic,In Progress,,0
FAB-23242,https://immediateco.atlassian.net/browse/FAB-23242,Update SXS to 404 on WordPress,2019-09-18,2019-09-18,2019-09-18,2019-09-18,2019-09-18,2019-09-18,Technical Debt,Complete,Done,0
FAB-23238,https://immediateco.atlassian.net/browse/FAB-23238,Update Step by Step Recipe to use IM Asset Registration,2019-09-18,2019-09-18,2019-09-23,2019-09-23,2019-09-23,2019-09-24,Technical Debt,Complete,Done,0
FAB-23236,https://immediateco.atlassian.net/browse/FAB-23236,Performance Caching for app,2019-09-18,,,,,,Story,Define Task,,0
FAB-23221,https://immediateco.atlassian.net/browse/FAB-23221,Design : Navigation for My Hub - mobile,,,2019-09-23,2019-09-23,2019-10-24,2019-10-24,Discovery Design Story,Complete,Done,0
FAB-23182,https://immediateco.atlassian.net/browse/FAB-23182,"Adaptive ""See more"" button length",2019-09-16,2019-10-15,2019-10-15,2019-11-05,2019-11-06,2019-11-06,UX Story,Complete,Done,0
FAB-23180,https://immediateco.atlassian.net/browse/FAB-23180,"Increase margin on ""See more"" button",2019-09-16,2019-11-08,2019-11-12,2019-11-21,2019-11-21,2019-11-22,Story,Complete,Done,0
FAB-23175,https://immediateco.atlassian.net/browse/FAB-23175,Remove preview button in admin,2019-09-16,2019-09-16,2019-09-24,,,,Story,Ready For Development,,0
FAB-23174,https://immediateco.atlassian.net/browse/FAB-23174,"Lists: ""See more"" button",,,2019-09-24,2019-10-16,,2019-12-04,Epic,Complete,Done,0
FAB-23173,https://immediateco.atlassian.net/browse/FAB-23173,Update Front End to Set No Index Flag on Non-Published Content,2019-09-16,2019-09-16,2019-09-19,,,,Dev Task,Ready For Development,,0
FAB-23172,https://immediateco.atlassian.net/browse/FAB-23172,List / collection endpoint,,,2019-09-16,2019-11-21,,,Epic,In Progress,,0
FAB-23171,https://immediateco.atlassian.net/browse/FAB-23171,Update WordPress to Send Non-Published Content,2019-09-16,2019-09-16,2019-09-19,,,,Story,Ready For Development,,0
FAB-23168,https://immediateco.atlassian.net/browse/FAB-23168,Reactions - Coordinate set-up of build pipeline,2019-09-16,2019-09-16,2019-09-16,2019-11-05,2019-11-12,2019-11-14,Story,Ready For Release,Done,0
FAB-23157,https://immediateco.atlassian.net/browse/FAB-23157,List item count styling should match design,2019-09-16,2019-09-16,2019-09-16,2019-09-24,2019-09-24,2019-09-27,Story,Complete,Done,0
FAB-23143,https://immediateco.atlassian.net/browse/FAB-23143,Action Scheduler for launch,2019-09-13,,,,,,Epic,Define Task,,0
FAB-23142,https://immediateco.atlassian.net/browse/FAB-23142,Search API Service - Integration with Fabric,,,2019-09-13,,,,Epic,Ready For Development,,0
FAB-23121,https://immediateco.atlassian.net/browse/FAB-23121,Write data-driven tests for Client & Advertisement endpoints,2019-09-12,2019-09-12,2019-09-30,2019-10-21,2019-10-31,2019-11-04,Dev Task,Complete,Done,0
FAB-23107,https://immediateco.atlassian.net/browse/FAB-23107,List cards are duplicated and a list item is missing,2019-09-12,2019-09-12,2019-09-12,2019-09-12,2019-09-12,2019-09-16,Bug,Complete,Done,0
FAB-23103,https://immediateco.atlassian.net/browse/FAB-23103,Header (tablet up) - Add sticky behaviour & change content when scrolling down page.,2019-09-12,2019-09-12,2019-09-24,2019-10-15,2019-10-16,2019-10-17,Story,Complete,Done,0
FAB-23085,https://immediateco.atlassian.net/browse/FAB-23085,Reactions - Set-up build pipeline for STAGING,2019-09-11,2019-09-11,2019-09-16,2019-09-25,2019-11-15,2019-12-03,Story,Ready For Release,Done,0
FAB-23073,https://immediateco.atlassian.net/browse/FAB-23073,XSS & code injection prevention at API level,2019-09-10,2019-09-10,2019-09-30,,,,Story,Ready For Development,,0
FAB-23065,https://immediateco.atlassian.net/browse/FAB-23065,Document approach for widget areas,2019-09-10,2019-09-10,2019-09-10,2019-10-01,2019-10-10,2019-10-15,Spike,Complete,Done,0
FAB-23061,https://immediateco.atlassian.net/browse/FAB-23061,Reactions - Deliver Style Guide/Component Library (Read Only),2019-09-09,2019-09-09,2019-09-09,2019-10-03,2019-10-04,2019-10-04,Design Story,Complete,Done,0
FAB-23058,https://immediateco.atlassian.net/browse/FAB-23058,Summarise feedback from user testing @ GF Show,,,2019-12-03,2019-12-03,2019-12-06,,Discovery Story,Ready For Review,,0
FAB-23053,https://immediateco.atlassian.net/browse/FAB-23053,Reactions/Rating - Deliver Feed and Masthead Rating UI (Read Only),2019-09-09,2019-09-09,2019-09-09,2019-09-12,2019-09-20,2019-09-20,Design Story,Closed,Done,0
FAB-23032,https://immediateco.atlassian.net/browse/FAB-23032,SPEC: Slate Mega Menu,,,2019-09-09,2019-09-10,,2019-09-23,Discovery Design Story,Closed,Done,0
FAB-23025,https://immediateco.atlassian.net/browse/FAB-23025,RecipesFE & Storybook: Issue with resolving special characters,2019-09-06,,,,,,Bug,Define Task,,0
FAB-23001,https://immediateco.atlassian.net/browse/FAB-23001,Implement client-side hydration in recipes frontend,2019-09-05,2019-09-05,2019-09-05,2019-09-23,2019-09-23,2019-10-09,Story,Complete,Done,0
FAB-23000,https://immediateco.atlassian.net/browse/FAB-23000,Determine approach for running React applications on the client,2019-09-05,2019-09-05,2019-09-05,2019-09-09,2019-09-10,2019-09-16,Spike,Complete,Done,0
FAB-22998,https://immediateco.atlassian.net/browse/FAB-22998,Fix UGR schema tests,2019-09-05,2019-09-05,2019-09-30,2019-12-03,2019-12-03,2019-12-04,Dev Task,Ready For Release,Done,0
FAB-22997,https://immediateco.atlassian.net/browse/FAB-22997,Refactor Settings schema tests,2019-09-05,2019-09-05,2019-09-30,2019-10-07,2019-10-07,2019-10-08,Dev Task,Complete,Done,0
FAB-22982,https://immediateco.atlassian.net/browse/FAB-22982,Basic analytics support,2019-09-05,2019-09-05,2019-09-05,2019-09-13,2019-09-13,2019-09-19,Story,Complete,Done,0
FAB-22978,https://immediateco.atlassian.net/browse/FAB-22978,build and deploy the api using codebuild,2019-09-04,2019-09-04,2019-09-06,2019-09-10,2019-09-18,2019-09-19,Story,Complete,Done,0
FAB-22977,https://immediateco.atlassian.net/browse/FAB-22977,create github branch from previous tag for production,2019-09-04,2019-09-04,2019-09-06,2019-09-10,2019-09-18,2019-09-19,Story,Complete,Done,0
FAB-22976,https://immediateco.atlassian.net/browse/FAB-22976,Protect SEO performance,2019-09-05,2019-09-05,2019-09-05,2019-09-18,2019-09-19,2019-09-19,Story,Complete,Done,0
FAB-22965,https://immediateco.atlassian.net/browse/FAB-22965,Whitelist new IPs,2019-09-04,2019-09-04,2019-09-06,2019-09-10,2019-09-10,2019-09-10,Dev Task,Complete,Done,0
FAB-22962,https://immediateco.atlassian.net/browse/FAB-22962,Push page data into GTM,2019-09-17,2019-09-17,2019-09-17,2019-09-24,2019-09-30,2019-10-02,Story,Complete,Done,0
FAB-22957,https://immediateco.atlassian.net/browse/FAB-22957,allocate eips per environment,2019-09-04,2019-09-04,2019-09-06,2019-09-10,2019-09-10,2019-09-10,Story,Complete,Done,0
FAB-22956,https://immediateco.atlassian.net/browse/FAB-22956,adjust security groups,2019-09-04,2019-09-04,2019-09-06,2019-09-18,2019-09-18,2019-09-19,Story,Complete,Done,0
FAB-22955,https://immediateco.atlassian.net/browse/FAB-22955,run script for creating the production environment,2019-09-04,2019-09-04,2019-09-06,2019-09-12,2019-09-12,2019-09-12,Story,Complete,Done,0
FAB-22953,https://immediateco.atlassian.net/browse/FAB-22953,update variables for production,2019-09-04,2019-09-04,2019-09-06,2019-09-17,2019-09-18,2019-09-19,Story,Complete,Done,0
FAB-22952,https://immediateco.atlassian.net/browse/FAB-22952,mongo db peering for Production environment,2019-09-04,2019-09-04,2019-09-06,2019-09-12,2019-09-17,2019-09-19,Story,Complete,Done,0
FAB-22951,https://immediateco.atlassian.net/browse/FAB-22951,mongo (ATLAS) db  cluster creation for production environment,2019-09-04,2019-09-04,2019-09-06,2019-09-10,2019-09-12,2019-09-12,Story,Complete,Done,0
FAB-22950,https://immediateco.atlassian.net/browse/FAB-22950,Create and install a self signed certificates for Production environment,2019-09-04,2019-09-04,2019-09-06,2019-09-18,2019-09-18,2019-09-19,Story,Complete,Done,0
FAB-22948,https://immediateco.atlassian.net/browse/FAB-22948,Create & deploy Production environment,,2019-09-05,2019-09-09,2019-09-12,,2019-09-19,Epic,Complete,Done,0
FAB-22939,https://immediateco.atlassian.net/browse/FAB-22939,Investigate Technical Options for the Layout of the Mega Menu,2019-09-03,2019-09-03,2019-09-03,2019-09-13,2019-09-18,2019-09-18,Spike,Complete,Done,0
FAB-22914,https://immediateco.atlassian.net/browse/FAB-22914,Edge Caching for headless applications,2019-09-02,,,,,,Epic,Define Task,,0
FAB-22903,https://immediateco.atlassian.net/browse/FAB-22903,Headless SEO for Alpha,,,2019-09-05,2019-09-16,,2019-09-19,Epic,Complete,Done,0
FAB-22898,https://immediateco.atlassian.net/browse/FAB-22898,Validation on client slug should not be case-sensitive,2019-08-30,2019-09-03,2019-09-03,2019-09-10,2019-09-11,2019-09-16,Story,Complete,Done,0
FAB-22895,https://immediateco.atlassian.net/browse/FAB-22895,Identify regression scenarios for Glossary (Gherkin),2019-08-30,2019-08-30,2019-08-30,2019-11-05,2019-11-07,2019-11-07,Dev Task,Complete,Done,0
FAB-22893,https://immediateco.atlassian.net/browse/FAB-22893,Slate Mega Menu,,,2019-08-30,2019-09-02,,2019-09-23,Discovery Design Story,Closed,Done,0
FAB-22883,https://immediateco.atlassian.net/browse/FAB-22883,Deploy a verified container to remote environment (Codepipeline),,2019-08-29,2019-08-29,2019-09-24,,2019-11-20,Epic,Ready For Release,Done,0
FAB-22881,https://immediateco.atlassian.net/browse/FAB-22881,Beta: Consolidate and Create Build Template for API Infrastructure,2019-10-24,,,,,,Epic,Define Task,,0
FAB-22866,https://immediateco.atlassian.net/browse/FAB-22866,"To discuss the options for Dockerfiles, buildspec and base gold images for remote and local",2019-08-28,,,,,,Spike,Define Task,,0
FAB-22838,https://immediateco.atlassian.net/browse/FAB-22838,Update Recipes Frontend to use new endpoint for Related Content requests,,,2019-08-27,2019-08-27,2019-09-03,2019-09-05,Sub-Task,Ready For Release,Done,0
FAB-22837,https://immediateco.atlassian.net/browse/FAB-22837,Update Content Api to add list endpoint for multiple resource ids,,,,2019-08-30,2019-08-30,2019-09-05,Sub-Task,Ready For Release,Done,0
FAB-22835,https://immediateco.atlassian.net/browse/FAB-22835,Update Content Api and Wordpress to save related post references,,,,2019-08-27,2019-08-29,2019-09-05,Sub-Task,Ready For Release,Done,0
FAB-22811,https://immediateco.atlassian.net/browse/FAB-22811,Glossary: Fabric post,,,2019-09-03,2019-09-27,,2019-11-29,Epic,Complete,Done,0
FAB-22810,https://immediateco.atlassian.net/browse/FAB-22810,Glossary: seasonal data,,,2019-08-23,2019-12-03,,,Epic,In Progress,,0
FAB-22807,https://immediateco.atlassian.net/browse/FAB-22807,Phase 1 | Summarise feedback from user testing of My Hub,,,2019-08-23,2019-09-09,2019-09-10,2019-09-19,Discovery Story,Complete,Done,0
FAB-22802,https://immediateco.atlassian.net/browse/FAB-22802,Determine the base structure for ssm_parameter usage across all Apps,2019-08-22,,,,,,Story,Define Task,,0
FAB-22801,https://immediateco.atlassian.net/browse/FAB-22801,Provide Environment Variables for API (Postman) Testing,2019-08-27,2019-08-27,2019-08-27,2019-08-29,2019-09-04,2019-09-04,Story,Complete,Done,0
FAB-22800,https://immediateco.atlassian.net/browse/FAB-22800,Fix the docker compose files,2019-08-27,2019-08-27,2019-08-27,,,,Story,Ready For Development,,0
FAB-22797,https://immediateco.atlassian.net/browse/FAB-22797,remove secrets & Tokens from Terraform,2019-08-22,,,,,,Story,Define Task,,0
FAB-22795,https://immediateco.atlassian.net/browse/FAB-22795,Create a defined relationship between Menu and Display locations,2019-08-22,2019-08-22,2019-08-22,2019-08-28,2019-09-04,2019-09-04,Spike,Complete,Done,0
FAB-22784,https://immediateco.atlassian.net/browse/FAB-22784,Create 'good food editor' user in WP,2019-08-22,2019-08-22,2019-08-22,2019-08-28,2019-08-28,2019-08-29,Story,Complete,Done,0
FAB-22783,https://immediateco.atlassian.net/browse/FAB-22783,Make sure recipes are only available on VPN,2019-08-22,2019-08-22,2019-08-23,2019-09-09,,2019-09-09,Spike,Closed,Done,0
FAB-22780,https://immediateco.atlassian.net/browse/FAB-22780,Ensure ads are live for the alpha,2019-08-22,2019-08-22,2019-08-22,2019-09-05,2019-09-05,2019-09-05,Story,Complete,Done,0
FAB-22776,https://immediateco.atlassian.net/browse/FAB-22776,Create ten recipes,2019-08-22,2019-08-22,2019-08-22,2019-08-28,2019-09-02,2019-09-04,Story,Complete,Done,5
FAB-22775,https://immediateco.atlassian.net/browse/FAB-22775,Alpha header,2019-08-22,2019-08-22,2019-08-22,2019-08-27,2019-08-28,2019-09-05,Story,Complete,Done,2
FAB-22774,https://immediateco.atlassian.net/browse/FAB-22774,Hide grey boxes,2019-08-22,2019-08-22,2019-08-22,2019-08-27,2019-08-27,2019-08-29,Story,Complete,Done,0
FAB-22773,https://immediateco.atlassian.net/browse/FAB-22773,Alpha Prep,,,2019-08-23,2019-08-28,,2019-09-09,Epic,Complete,Done,0
FAB-22771,https://immediateco.atlassian.net/browse/FAB-22771,Alpha: Build a test verified container (Code Build),,2019-08-23,2019-08-23,2019-08-23,,2019-09-06,Epic,Complete,Done,0
FAB-22761,https://immediateco.atlassian.net/browse/FAB-22761,Recipe ingredient without a quantity displays as 'undefined',2019-08-21,2019-08-21,2019-08-22,2019-08-22,2019-08-22,2019-08-22,Bug,Complete,Done,0
FAB-22746,https://immediateco.atlassian.net/browse/FAB-22746,Glossary landing pages,,,2019-08-20,2019-12-09,,,Epic,In Progress,,0
FAB-22740,https://immediateco.atlassian.net/browse/FAB-22740,How do we build a Preview for headless content ?,2019-08-20,2019-08-20,2019-08-20,2019-09-16,2019-09-16,2019-09-17,Spike,Complete,Done,0
FAB-22680,https://immediateco.atlassian.net/browse/FAB-22680,Cross Account CodePipeline Orchestration,2019-08-19,2019-08-19,2019-08-19,2019-10-23,2019-10-31,2019-10-31,Story,Complete,Done,0
FAB-22671,https://immediateco.atlassian.net/browse/FAB-22671,UGR: Image Storage,2019-10-02,,,,,,Epic,Define Task,,0
FAB-22661,https://immediateco.atlassian.net/browse/FAB-22661,Automatically update Task definitions to support fresh deployments,2019-08-19,2019-08-19,2019-08-19,,,2019-11-15,Story,Closed,Done,0
FAB-22660,https://immediateco.atlassian.net/browse/FAB-22660,Deploy content-api service image to ECS using the commit hash as the image tag,2019-08-19,2019-08-19,2019-08-19,2019-11-12,2019-11-19,2019-11-20,Story,Ready For Release,Done,0
FAB-22659,https://immediateco.atlassian.net/browse/FAB-22659,Settings Endpoints: Basic Recipe Front end,,,2019-08-15,2019-08-16,,,Epic,In Progress,,0
FAB-22657,https://immediateco.atlassian.net/browse/FAB-22657,Support Feature Branch Process ,2019-08-19,2019-08-19,2019-08-19,2019-08-20,2019-08-29,2019-08-30,Story,Complete,Done,0
FAB-22656,https://immediateco.atlassian.net/browse/FAB-22656,Error handling when posting read-only values,2019-08-15,,,,,,Story,Preparation,,0
FAB-22653,https://immediateco.atlassian.net/browse/FAB-22653,Build the admin for Whisk shopping component text configuration thingy,2019-08-15,,,,,,Story,Define Task,,0
FAB-22650,https://immediateco.atlassian.net/browse/FAB-22650,Recipe Add-Ons : Promotional widgets display on StepxStep headless,2019-08-15,2019-11-20,,,,,Epic,Ready For Shaping,,0
FAB-22649,https://immediateco.atlassian.net/browse/FAB-22649,Recipe : Goes Well With,2019-08-20,2019-08-20,2019-08-20,2019-08-27,2019-08-30,2019-09-12,Story,Complete,Done,0
FAB-22648,https://immediateco.atlassian.net/browse/FAB-22648,Recipe : Goes Well With,,2019-08-19,2019-08-23,2019-08-28,,2019-09-13,Epic,Complete,Done,0
FAB-22645,https://immediateco.atlassian.net/browse/FAB-22645,Admin for Whisk shopping component text,2019-08-15,2019-10-23,,,,,UX Story,Ready For Shaping,,0
FAB-22644,https://immediateco.atlassian.net/browse/FAB-22644,Recipe Add-Ons : Whisk Shopping component,2019-08-15,2019-10-23,,,,,Epic,Ready For Shaping,,0
FAB-22640,https://immediateco.atlassian.net/browse/FAB-22640,Recipes : Media & refinement,,,2019-09-09,2019-09-30,,2019-10-14,Epic,Complete,Done,0
FAB-22623,https://immediateco.atlassian.net/browse/FAB-22623,Add in Keywords Taxonomy,2019-08-13,,,,,,Story,Define Task,,0
FAB-22602,https://immediateco.atlassian.net/browse/FAB-22602,B. introduce a configuration per site for … different boost levels?,2019-08-13,2019-08-21,,,,2019-08-29,Story,Closed,Done,0
FAB-22601,https://immediateco.atlassian.net/browse/FAB-22601,B. There needs to be postman tests performed with all other post types after modifying the query,2019-08-13,2019-08-21,2019-08-29,,,,Story,Ready For Development,,0
FAB-22600,https://immediateco.atlassian.net/browse/FAB-22600,B. modify the query in the search api to include new post type fields and boostings.,2019-08-13,2019-08-21,2019-08-29,,,,Story,Ready For Development,,0
FAB-22595,https://immediateco.atlassian.net/browse/FAB-22595,Adapting search weightings for GF,,2019-08-13,2019-09-18,,,,Epic,Ready For Development,,0
FAB-22593,https://immediateco.atlassian.net/browse/FAB-22593,Eyebrow Drop Down Menu - Desktop,2019-09-05,2019-11-19,2019-11-26,2019-12-04,2019-12-06,,Story,Ready For Review,,0
FAB-22592,https://immediateco.atlassian.net/browse/FAB-22592,"Sticky Advert Logic - investigate, document, do",2019-09-05,2019-09-05,2019-09-10,2019-09-27,2019-10-10,2019-10-16,Story,Complete,Done,0
FAB-22588,https://immediateco.atlassian.net/browse/FAB-22588,Reactions/UserIdentInt - Create Auth/Session Endpoint,2019-08-13,2019-09-26,,,,,Story,Ready For Shaping,,0
FAB-22576,https://immediateco.atlassian.net/browse/FAB-22576,Reactions - Coordinate Deployment of URS Container to PRODUCTION,2019-11-14,2019-11-14,2019-11-15,,,,Story,Ready For Development,,0
FAB-22571,https://immediateco.atlassian.net/browse/FAB-22571,Reactions/Rating - Create 'Feed Rating',2019-10-03,2019-10-03,2019-10-03,2019-10-11,2019-10-16,2019-10-17,Story,Complete,Done,0
FAB-22570,https://immediateco.atlassian.net/browse/FAB-22570,Roll back on failed postman tests,2019-08-13,,,,,,Story,Define Task,,0
FAB-22555,https://immediateco.atlassian.net/browse/FAB-22555,Reactions - Backend Service,,2019-08-13,2019-08-13,2019-08-13,,2019-11-14,Epic,Complete,Done,0
FAB-22540,https://immediateco.atlassian.net/browse/FAB-22540,Admin for Header,,,2019-08-12,2019-08-13,2019-08-28,2019-09-02,Discovery Story,Complete,Done,0
FAB-22537,https://immediateco.atlassian.net/browse/FAB-22537,Ensure we can build any environment from master,2019-08-12,2019-08-12,2019-08-12,2019-08-12,2019-08-16,2019-08-22,Story,Complete,Done,0
FAB-22536,https://immediateco.atlassian.net/browse/FAB-22536,Cleanup existing WIP environments,2019-08-12,,,,,,Dev Task,Define Task,,0
FAB-22534,https://immediateco.atlassian.net/browse/FAB-22534,Header Placeholder Component,2019-08-12,2019-08-12,2019-08-13,2019-09-09,2019-09-10,2019-09-12,Dev Task,Complete,Done,0
FAB-22527,https://immediateco.atlassian.net/browse/FAB-22527,🎉Implement the Mega Menu🎉,2019-09-19,2019-09-19,2019-09-24,2019-10-21,2019-10-24,2019-11-08,Story,Ready For Release,Done,0
FAB-22526,https://immediateco.atlassian.net/browse/FAB-22526,Header - Eyebrow menu (Desktop),2019-08-12,2019-08-12,2019-08-13,2019-09-09,2019-09-13,2019-09-19,Story,Complete,Done,0
FAB-22525,https://immediateco.atlassian.net/browse/FAB-22525,Header - Basic Navigation (Top-level nav items),2019-08-12,2019-08-12,2019-08-13,2019-09-18,2019-09-18,2019-10-09,Story,Complete,Done,0
FAB-22524,https://immediateco.atlassian.net/browse/FAB-22524,Header - Branded section,2019-08-12,2019-08-12,2019-08-13,2019-09-09,2019-09-13,2019-09-19,Story,Complete,Done,0
FAB-22523,https://immediateco.atlassian.net/browse/FAB-22523,Mobile header bar,2019-08-12,2019-08-12,2019-08-13,2019-10-02,2019-10-10,2019-10-17,Story,Complete,Done,1
FAB-22519,https://immediateco.atlassian.net/browse/FAB-22519,Define 'Menus' contract,2019-08-09,2019-08-09,2019-08-12,2019-08-13,2019-08-22,2019-08-22,Dev Task,Complete,Done,0
FAB-22518,https://immediateco.atlassian.net/browse/FAB-22518,UGR Image Storage - What should we use for it?,2019-08-09,2019-08-09,2019-08-12,2019-09-17,2019-09-18,2019-09-18,Spike,Complete,Done,0
FAB-22504,https://immediateco.atlassian.net/browse/FAB-22504,Gold image build to support node/php caching,2019-08-09,,,,,,Story,Define Task,,0
FAB-22475,https://immediateco.atlassian.net/browse/FAB-22475,Conversion calculator widget design,2019-08-08,2019-08-08,2019-09-23,2019-09-25,2019-10-01,2019-10-04,Design Story,Complete,Done,0
FAB-22474,https://immediateco.atlassian.net/browse/FAB-22474,Roast calculator widget UX,2019-08-08,2019-08-08,2019-08-19,2019-08-20,2019-08-27,2019-08-28,UX Story,Complete,Done,0
FAB-22468,https://immediateco.atlassian.net/browse/FAB-22468,Glossary post should have schema override,2019-08-08,2019-08-08,2019-08-19,2019-10-24,2019-10-29,2019-10-31,Story,Complete,Done,0
FAB-22466,https://immediateco.atlassian.net/browse/FAB-22466,Glossary post type should display ad slots,2019-08-08,2019-08-08,2019-08-30,2019-11-25,2019-11-27,2019-11-28,Story,Complete,Done,0
FAB-22462,https://immediateco.atlassian.net/browse/FAB-22462,Return whole recipe data from the Content API directly,2019-08-08,2019-08-08,2019-08-08,2019-08-14,2019-08-21,2019-09-04,Story,Complete,Done,0
FAB-22453,https://immediateco.atlassian.net/browse/FAB-22453,Fabric: Push any missing sub-resources,2019-08-23,2019-08-23,2019-08-23,2019-09-03,2019-09-03,2019-09-04,Story,Complete,Done,0
FAB-22451,https://immediateco.atlassian.net/browse/FAB-22451,Update Postman tests in Content API,2019-08-12,2019-08-12,2019-08-12,2019-08-20,2019-08-29,2019-08-29,Dev Task,Complete,Done,0
FAB-22448,https://immediateco.atlassian.net/browse/FAB-22448,"Elementor, embed and AMP friendly table widget plugin",2019-08-07,2019-08-07,2019-08-27,2019-08-27,2019-09-13,2019-09-13,Spike,Complete,Done,0
FAB-22442,https://immediateco.atlassian.net/browse/FAB-22442,Admin : Publication Link of Recipes,2019-08-08,2019-08-08,2019-08-08,2019-09-02,2019-09-02,2019-09-04,Story,Complete,Done,0
FAB-22434,https://immediateco.atlassian.net/browse/FAB-22434,Imperial to metric volumes/weights conversion widget(s),2019-08-07,2019-08-07,2019-08-19,2019-08-20,2019-09-10,2019-09-18,UX Story,Complete,Done,0
FAB-22430,https://immediateco.atlassian.net/browse/FAB-22430,Admin for Seasonal Calendar table creator,2019-08-07,2019-08-07,,,,2019-09-11,UX Story,Descoped,,0
FAB-22425,https://immediateco.atlassian.net/browse/FAB-22425,Kill Translation API,2019-08-08,2019-08-08,2019-08-08,2019-08-20,,2019-09-05,Epic,Complete,Done,0
FAB-22422,https://immediateco.atlassian.net/browse/FAB-22422,Roast calculator widget design,2019-08-07,2019-08-07,2019-10-30,2019-10-30,2019-11-13,2019-11-15,Design Story,Complete,Done,0
FAB-22417,https://immediateco.atlassian.net/browse/FAB-22417,facilitate running QA tests against multiple environments ,2019-08-07,2019-08-07,2019-08-07,2019-08-07,2019-08-08,2019-08-09,Story,Complete,Done,0
FAB-22416,https://immediateco.atlassian.net/browse/FAB-22416,Add PHP tests,2019-08-07,2019-08-07,2019-08-07,2019-08-07,2019-08-08,2019-08-09,Story,Complete,Done,0
